ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc,inc,qu_tot,s
70,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,6,4,1,0,26,14000,1192.0,25.0,760,5.0,2.0,407.0,155.0,150.0,7.5,7.5,7.5,7.5,115.0,37.0,74875.0,0.5646311640739441,1507.742919921875,20550.435546875,3.64347505569458,49.66032409667969,47.084556579589844,48.170536041259766,31.504833221435547,,13.629934310913086,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.058574219812311465
70,1,406,15,2,audi 60-75,audi,60-75,2,4,3,0,26,3000,1496.0,40.5,945,5.0,2.0,438.0,163.0,145.0,8.699999809265137,8.699999809265137,8.699999809265137,8.699999809265137,138.0,18.0,114875.0,0.8662705421447754,2313.21484375,31528.96484375,3.64347505569458,49.66032409667969,47.084556579589844,48.170536041259766,31.504833221435547,,13.629934310913086,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.0125516185312096
70,1,407,360,2,audi prinz 1000-1200,audi,prinz1000,2,4,1,0,26,2200,996.0,29.5,660,5.0,2.0,379.0,149.0,136.0,7.0,7.800000190734863,8.600000381469727,7.800000190734863,130.0,20.0,138750.0,1.0463114976882935,2793.98095703125,38081.77734375,3.64347505569458,49.66032409667969,47.084556579589844,48.170536041259766,31.504833221435547,,13.629934310913086,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.009204520256220374
70,1,410,363,3,BMW 1502-1600-1602-1802,BMW,1502,2,4,2,0,2,2100,1573.0,62.5,930,5.0,2.0,423.0,159.0,141.0,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,160.0,13.300000190734863,137500.0,1.0368852615356445,2768.81005859375,37738.6953125,3.64347505569458,49.66032409667969,47.084556579589844,48.170536041259766,31.504833221435547,,13.629934310913086,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.00878613297184672
70,1,412,17,3,BMW 2002,BMW,2002,2,4,4,0,2,2200,1990.0,73.5,940,5.0,2.0,423.0,159.0,141.0,10.0,10.0,10.0,10.0,170.0,10.899999618530273,155000.0,1.1688525676727295,3121.203857421875,42541.8046875,3.64347505569458,49.66032409667969,47.084556579589844,48.170536041259766,31.504833221435547,,13.629934310913086,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.009204520256220374
70,1,417,31,4,citroen ami,citroen,ami,1,3,1,0,4,3700,602.0,23.5,725,4.0,4.0,399.0,152.5,148.5,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,125.0,,81750.0,0.6164754629135132,1646.183349609375,14718.6171875,5.554190158843994,49.66032409667969,21.62464141845703,,31.504833221435547,,8.941056251525879,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.015480329521825173
70,1,418,366,4,citroen d-ds 20,citroen,d-ds 20,1,3,4,0,4,4650,1985.0,67.0,1260,5.0,4.0,487.5,180.5,147.0,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,159.0,,142375.0,1.0736476182937622,2866.976806640625,25633.80078125,5.554190158843994,49.66032409667969,21.62464141845703,,31.504833221435547,,8.941056251525879,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.01945500872337488
70,1,422,370,40,daf 33,daf,33,8,8,1,0,31,7475,746.0,20.5,660,4.0,2.0,362.0,144.0,138.0,6.0,7.0,7.5,6.833333492279053,112.0,17.0,70625.0,0.5325819849967957,1422.1614990234375,19547.46875,3.61299991607666,49.66032409667969,38.754817962646484,47.34318161010742,31.504833221435547,,13.744900703430176,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.031274449506930584
70,1,429,375,7,fiat 124,fiat,124,3,5,3,0,4,4300,1197.0,44.0,885,5.0,4.0,403.0,162.5,142.0,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,140.0,19.600000381469727,99875.0,0.7531557679176331,2011.162841796875,159.54409790039062,626.0025024414062,49.66032409667969,10.65000057220459,,31.504833221435547,,0.07932927459478378,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.017990653228067092
70,1,430,375,7,fiat 124 spec/sport,fiat,124 S,3,5,3,0,4,3300,1438.0,51.5,925,5.0,4.0,405.0,161.0,142.0,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,150.0,16.700000762939453,112375.0,0.8474180698394775,2262.872802734375,179.51205444335938,626.0025024414062,49.66032409667969,10.65000057220459,,31.504833221435547,,0.07932927459478378,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.01380678038433056
70,1,431,376,7,fiat 125-125S,fiat,125,3,5,2,0,4,2300,1608.0,66.0,1030,5.0,4.0,422.0,161.0,144.0,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,160.0,14.800000190734863,128625.0,0.9699590802192688,2590.095947265625,205.47042846679688,626.0025024414062,49.66032409667969,10.65000057220459,,31.504833221435547,,0.07932927459478378,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.009622907540594026
70,1,435,379,7,fiat 850,fiat,850,3,5,1,0,4,7200,843.0,25.0,670,4.0,2.0,357.5,142.5,138.5,6.300000190734863,6.300000190734863,6.300000190734863,6.300000190734863,120.5,35.29999923706055,69875.0,0.5269262790679932,1407.058837890625,111.62095642089844,626.0025024414062,49.66032409667969,10.65000057220459,,31.504833221435547,,0.07932927459478378,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.030123884474903037
70,1,437,79,8,ford 12-15M,ford,12-15M,2,4,3,0,5,7600,1305.0,37.0,870,5.0,2.0,432.0,160.0,140.0,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,130.0,23.0,91125.0,0.6871721744537354,1834.9658203125,25010.462890625,3.64347505569458,49.66032409667969,47.084556579589844,48.170536041259766,31.504833221435547,,13.629934310913086,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.03179743361239765
70,1,439,78,8,ford 20-26M,ford,20-26M,2,4,4,0,5,2500,1998.0,66.0,1095,5.0,2.0,472.0,175.5,148.0,9.199999809265137,9.199999809265137,9.199999809265137,9.199999809265137,160.0,14.199999809265137,138625.0,1.0453689098358154,2791.4638671875,38047.46875,3.64347505569458,49.66032409667969,47.084556579589844,48.170536041259766,31.504833221435547,,13.629934310913086,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.010459682109341333
70,1,468,187,18,nissan/datsun 1000,nissan,1000,4,6,1,0,14,2650,988.0,41.0,645,5.0,2.0,382.0,144.5,134.5,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,135.0,,90625.0,0.6834017038345337,1824.8974609375,253.1813507080078,357.94500732421875,49.66032409667969,34.552879333496094,53.590145111083984,31.504833221435547,,0.13873730599880219,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.011087263035901813
70,1,488,418,19,opel/vxhall viva/firenze/magnum,opel,viva,2,12,2,0,15,5400,1159.0,42.0,795,5.0,2.0,410.0,160.0,135.0,5.599999904632568,7.599999904632568,9.600000381469727,7.599999904632568,133.0,19.5,83625.0,0.6306148171424866,1683.9398193359375,200353.421875,0.4173874258995056,49.66032409667969,14.706750869750977,15.810968399047852,31.504833221435547,,118.97896575927734,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.022592913356177278
70,1,490,420,20,peugeot 204,peugeot,204,1,3,1,0,16,5550,1130.0,36.0,865,5.0,4.0,399.0,156.0,140.0,6.800000190734863,7.699999809265137,8.5,7.666666507720947,140.0,,104500.0,0.7880328297615051,2104.295654296875,18814.625,5.554190158843994,49.66032409667969,21.62464141845703,,31.504833221435547,,8.941056251525879,0.25,9660000,1280999948288,3940724506624.0,25795239936,79353577472.0,2670.314697265625,8214.65625,20363.7252,239013,0.023220494282737758
